UID,CSQ,IMEI,CCID,VGSM,SLEEP CURRENT,CHARGING CURRENT,CHARGE STATUS,CHARGER,ACCELEROMETER ID,ACCELEROMETER TYPE,S/N,VCMU,INPUT CURRENT
37415, 30, 86486605389575, 8991450900625795643, 4.162 V, 21.97 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1849, 3.26 V, 1.85 mA,
37414, 23, 86486605389297, 8991450900625795643, 4.141 V, 20.51 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 1847, 3.26 V, 1.80 mA,
37413, 31, 86486605389780, 8991450900625795643, 4.156 V, 19.04 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 1846, 3.26 V, 1.82 mA,
37412, 29, 86486605389229, 8991450900625795643, 3.546 V, 20.51 uA, 102.539 mA,  NOT CHARGING,  CONNECTED,51,ST, 1845, 3.26 V, 1.69 mA,
37411, 31, 86486605389184, 8991450900625795643, 4.176 V, 27.83 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 1844, 3.27 V, 1.68 mA,
37410, 30, 86486605389324, 8991450900625795643, 4.151 V, 21.97 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 1843, 3.26 V, 1.77 mA,
37409, 31, 86486605388961, 8991450900625795643, 4.124 V, 17.58 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1842, 3.26 V, 1.71 mA,
37408, 21, 86486605389188, 8991450900625795643, 4.104 V, 23.44 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 1841, 3.25 V, 1.71 mA,
37407, 22, 86486605389456, 8991450900625795643, 4.126 V, 20.51 uA, 336.914 mA,  CHARGING,  CONNECTED,51,ST, 1840, 3.25 V, 1.73 mA,
37406, 23, 86486605389837, 8991450900625795643, 3.921 V, 19.04 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 1838, 3.25 V, 1.77 mA,
37405, 15, 86486605389694, 8991450900625795643, 3.940 V, 17.58 uA, 131.836 mA,  CHARGING,  CONNECTED,51,ST, 1837, 3.25 V, 1.81 mA,
37404, 30, 86486605388966, 8991450900625795643, 4.131 V, 20.51 uA, 278.320 mA,  CHARGING,  CONNECTED,51,ST,, 3.25 V, 1.70 mA,
37403, 31, 86486605388998, 8991450900625795643, 4.128 V, 20.51 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 1835, 3.25 V, 1.80 mA,
37402, 20, 86486605388963, 8991450900625795643, 3.948 V, 19.04 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 1834, 3.25 V, 1.74 mA,
37401, 24, 86486605389600, 8991450900625795643, 3.948 V, 19.04 uA, 292.969 mA,  CHARGING,  CONNECTED,51,ST, 1833, 3.25 V, 1.71 mA,
37400, 31, 86486605388967, 8991450900625795643, 4.110 V, 20.51 uA, 131.836 mA,  CHARGING,  CONNECTED,51,ST, 1832, 3.25 V, 1.72 mA,
37399, 31, 86486605389581, 8991450900625795643, 4.131 V, 21.97 uA, 322.266 mA,  CHARGING,  CONNECTED,51,ST, 1831, 3.25 V, 1.66 mA,
37398, 31, 86486605389309, 8991450900625795643, 3.961 V, 23.44 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 1830, 3.25 V, 1.68 mA,
37397, 31, 86486605389175, 8991450900625795643, 3.702 V, 17.58 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 1829, 3.25 V, 1.80 mA,
37396, 31, 86486605389287, 8991450900625795643, 4.160 V, 21.97 uA, 117.188 mA,  CHARGING,  CONNECTED,51,ST, 1828, 3.25 V, 1.66 mA,
37395, 31, 86486605389133, 8991450900625795643, 4.178 V, 20.51 uA, 351.563 mA,  CHARGING,  CONNECTED,51,ST, 1827, 3.25 V, 1.79 mA,
37394, 25, 86486605389603, 8991450900625795643, 3.980 V, 21.97 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 1826, 3.25 V, 1.68 mA,
37393, 31, 86486605389672, 8991450900625795643, 3.718 V, 19.04 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1825, 3.29 V, 1.75 mA,
37392, 31, 86486605389766, 8991450900625795643, 3.688 V, 20.51 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 1824, 3.25 V, 1.71 mA,
37391, 31, 86486605389242, 8991450900625795643, 3.691 V, 21.97 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 1823, 3.29 V, 1.80 mA,
37390, 31, 86486605389662, 8991450900625795643, 3.659 V, 20.51 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 1822, 3.27 V, 1.85 mA,
37389, 31, 86486605389667, 8991450900625795643, 4.138 V, 20.51 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 1821, 3.27 V, 1.71 mA,
37388, 18, 86486605389670, 8991450900625795643, 3.659 V, 20.51 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 1820, 3.25 V, 1.80 mA,
37387, 31, 86486605389230, 8991450900625795643, 3.694 V, 21.97 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 1819, 3.25 V, 1.73 mA,
37386, 26, 86486605389671, 8991450900625795643, 3.672 V, 20.51 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 1818, 3.26 V, 1.78 mA,
37385, 30, 86486605389238, 8991450900625795643, 3.658 V, 20.51 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 1817, 3.25 V, 1.69 mA,
37384, 28, 86486605389470, 8991450900625795643, 3.691 V, 21.97 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 1816, 3.28 V, 1.64 mA,
37383, 19, 86486605389604, 8991450900625795643, 3.680 V, 20.51 uA, 366.211 mA,  CHARGING,  CONNECTED,51,ST, 1815, 3.27 V, 1.69 mA,
37382, 30, 86486605389623, 8991450900625795643, 3.678 V, 23.44 uA, 278.320 mA,  CHARGING,  CONNECTED,51,ST, 1814, 3.25 V, 1.73 mA,
37381, 31, 86486605389605, 8991450900625795643, 3.680 V, 21.97 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 1813, 3.26 V, 1.67 mA,
37480, 31, 86486605433906, 8991450900625795644, 4.043 V, 11.72 uA, 73.242 mA,  NOT CHARGING,  CONNECTED,51,ST, 1917, 3.25 V, 1.86 mA,
37479, 31, 86486605432954, 8991450900625796307, 4.143 V, 17.58 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 1916, 3.25 V, 1.69 mA,
37478, 31, 86486605389846, 8991450900625796307, 4.131 V, 19.04 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 1914, 3.25 V, 1.86 mA,
37477, 31, 86486605389839, 8991450900625796307, 4.151 V, 14.65 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 1915, 3.25 V, 1.88 mA,
37476, 31, 86486605389177, 8991450900625796307, 4.129 V, 19.04 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 1913, 3.25 V, 1.79 mA,
37475, 31, 86486605389162, 8991450900625796307, 4.050 V, 17.58 uA, 87.891 mA,  NOT CHARGING,  CONNECTED,51,ST, 1912, 3.26 V, 1.79 mA,
37474, 31, 86486605389179, 8991450900625796307, 4.172 V, 21.97 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 1911, 3.26 V, 1.73 mA,
37473, 25, 86486605389158, 8991450900625796307, 4.160 V, 19.04 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 1910, 3.26 V, 1.76 mA,
37472, 31, 86486605389168, 8991450900625796307, 4.043 V, 20.51 uA, 73.242 mA,  NOT CHARGING,  CONNECTED,51,ST, 1909, 3.25 V, 1.72 mA,
37471, 31, 86486605389711, 8991450900625796307, 4.046 V, 20.51 uA, 73.242 mA,  NOT CHARGING,  CONNECTED,51,ST, 1908, 3.26 V, 1.82 mA,
37470, 29, 86486605389134, 8991450900625796307, 4.144 V, 16.11 uA, 117.188 mA,  CHARGING,  CONNECTED,51,ST, 1907, 3.26 V, 1.71 mA,
37469, 19, 86486605433870, 8991450900625796307, 4.043 V, 16.11 uA, 87.891 mA,  NOT CHARGING,  CONNECTED,51,ST, 1906, 3.27 V, 1.78 mA,
37468, 31, 86486605389178, 8991450900625796307, 4.153 V, 20.51 uA, 102.539 mA,  CHARGING,  CONNECTED,51,ST, 1905, 3.26 V, 1.69 mA,
37467, 31, 86486605388947, 8991450900625796307, 4.137 V, 19.04 uA, 117.188 mA,  CHARGING,  CONNECTED,51,ST, 1904, 3.26 V, 1.89 mA,
37466, 31, 86486605389830, 8991450900625796307, 4.153 V, 19.04 uA, 87.891 mA,  NOT CHARGING,  CONNECTED,51,ST, 1903, 3.27 V, 1.73 mA,
37465, 28, 86486605389272, 8991450900625796307, 4.153 V, 16.11 uA, 87.891 mA,  NOT CHARGING,  CONNECTED,51,ST, 1902, 3.28 V, 1.72 mA,
37464, 18, 86486605389129, 8991450900625796307, 4.080 V, 21.97 uA, 307.617 mA,  CHARGING,  CONNECTED,51,ST, 1901, 3.27 V, 1.88 mA,
37463, 30, 86486605389246, 8991450900625796307, 4.178 V, 19.04 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 1900, 3.29 V, 1.84 mA,
37462, 31, 86486605389647, 8991450900625796307, 4.126 V, 11.72 uA, 117.188 mA,  CHARGING,  CONNECTED,51,ST, 1899, 3.29 V, 1.83 mA,
37461, 31, 86486605389285, 8991450900625796307, 4.154 V, 20.51 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 1898, 3.28 V, 1.93 mA,
37460, 28, 86486605389140, 8991450900625796307, 4.192 V, 17.58 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 1897, 3.28 V, 1.81 mA,
37459, 31, 86486605389316, 8991450900625796307, 4.008 V, 20.51 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 1894, 3.29 V, 1.82 mA,
37458, 31, 86486605389555, 8991450900625796307, 4.173 V, 21.97 uA, 102.539 mA,  CHARGING,  CONNECTED,51,ST, 1896, 3.28 V, 1.70 mA,
37492, 30, 86486605434264, 8991450900625795644, 3.938 V, 16.11 uA, 351.563 mA,  CHARGING,  CONNECTED,51,ST, 1930, 3.25 V, 1.69 mA,
37491, 31, 86486605434178, 8991450900625795644, 3.968 V, 19.04 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 1929, 3.25 V, 1.71 mA,
37490, 30, 86486605432714, 8991450900625795644, 3.643 V, 23.44 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1928, 3.25 V, 1.79 mA,
37489, 31, 86486605432660, 8991450900625795644, 3.662 V, 21.97 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 1927, 3.25 V, 1.71 mA,
37488, 31, 86486605433664, 8991450900625795644, 3.935 V, 19.04 uA, 395.508 mA,  CHARGING,  CONNECTED,51,ST, 1926, 3.25 V, 1.67 mA,
37487, 28, 86486605434056, 8991450900625795644, 4.078 V, 21.97 uA, 292.969 mA,  CHARGING,  CONNECTED,51,ST, 1924, 3.25 V, 1.63 mA,
37486, 31, 86486605433922, 8991450900625795644, 4.106 V, 21.97 uA, 307.617 mA,  CHARGING,  CONNECTED,51,ST, 1923, 3.25 V, 1.60 mA,
37485, 31, 86486605434116, 8991450900625795644, 3.940 V, 29.30 uA, 131.836 mA,  NOT CHARGING,  CONNECTED,51,ST, 1922, 3.25 V, 1.61 mA,
37484, 29, 86486605432840, 8991450900625795644, 3.939 V, 21.97 uA, 73.242 mA,  NOT CHARGING,  CONNECTED,51,ST, 1921, 3.24 V, 1.60 mA,
37483, 23, 86486605434038, 8991450900625795644, 3.989 V, 21.97 uA, 307.617 mA,  CHARGING,  CONNECTED,51,ST, 1920, 3.25 V, 1.68 mA,
37482, 31, 86486605433951, 8991450900625795644, 4.143 V, 19.04 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 1919, 3.25 V, 1.86 mA,
37481, 26, 86486605389204, 8991450900625795644, 4.135 V, 24.90 uA, 117.188 mA,  CHARGING,  CONNECTED,51,ST, 1918, 3.25 V, 1.70 mA,
37531, 31, 86486605388954, 8991450900625796307, 4.107 V, 20.51 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 1972, 3.24 V, 1.75 mA,
37530, 22, 86486605389808, 8991450900625796307, 4.122 V, 21.97 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 1971, 3.25 V, 1.71 mA,
37529, 21, 86486605432854, 8991450900625796307, 4.116 V, 21.97 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 1970, 3.25 V, 1.77 mA,
37528, 28, 86486605389796, 8991450900625796307, 4.102 V, 17.58 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 1969, 3.24 V, 1.78 mA,
37527, 26, 86486605434166, 8991450900625796307, 4.140 V, 17.58 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 1968, 3.25 V, 1.75 mA,
37526, 28, 86486605389879, 8991450900625796307, 4.134 V, 19.04 uA, 278.320 mA,  CHARGING,  CONNECTED,51,ST, 1967, 3.25 V, 1.68 mA,
37525, 31, 86486605389098, 8991450900625796307, 4.119 V, 23.44 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 1966, 3.24 V, 1.70 mA,
37524, 31, 86486605434042, 8991450900625796307, 4.134 V, 19.04 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 1965, 3.25 V, 1.81 mA,
37523, 28, 86486605388975, 8991450900625796307, 4.126 V, 19.04 uA, 351.563 mA,  CHARGING,  CONNECTED,51,ST, 1964, 3.25 V, 1.70 mA,
37522, 29, 86486605389798, 8991450900625796307, 4.102 V, 19.04 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 1963, 3.24 V, 1.78 mA,
37521, 31, 86486605389843, 8991450900625796307, 4.116 V, 23.44 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 1961, 3.24 V, 1.73 mA,
37520, 25, 86486605500742, 8991450900625796307, 4.125 V, 23.44 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 1960, 3.25 V, 1.75 mA,
37519, 30, 86486605389802, 8991450900625796307, 4.113 V, 19.04 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 1959, 3.24 V, 1.83 mA,
37518, 31, 86486605389231, 8991450900625796307, 4.128 V, 21.97 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 1958, 3.24 V, 1.76 mA,
37517, 31, 86486605389517, 8991450900625796307, 4.112 V, 19.04 uA, 292.969 mA,  CHARGING,  CONNECTED,51,ST, 1957, 3.24 V, 1.69 mA,
37516, 31, 86486605389706, 8991450900625796307, 4.138 V, 19.04 uA, 307.617 mA,  CHARGING,  CONNECTED,51,ST, 1955, 3.24 V, 1.67 mA,
37515, 31, 86486605389329, 8991450900625796307, 4.138 V, 19.04 uA, 278.320 mA,  CHARGING,  CONNECTED,51,ST, 1954, 3.24 V, 1.67 mA,
37514, 31, 86486605389326, 8991450900625796307, 4.121 V, 17.58 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 1953, 3.24 V, 1.75 mA,
37513, 31, 86486605389315, 8991450900625796307, 4.125 V, 20.51 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 1952, 3.25 V, 1.72 mA,
37512, 30, 86486605432869, 8991450900625796307, 4.128 V, 20.51 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 1951, 3.25 V, 1.73 mA,
37511, 27, 86486605389333, 8991450900625796307, 4.132 V, 21.97 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 1950, 3.25 V, 1.86 mA,
37510, 29, 86486605434136, 8991450900625796307, 4.119 V, 23.44 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1949, 3.25 V, 1.78 mA,
37509, 28, 86486605389353, 8991450900625796307, 4.116 V, 19.04 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 1948, 3.25 V, 1.74 mA,
37508, 29, 86486605434034, 8991450900625796307, 4.134 V, 10.25 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 1947, 3.25 V, 1.76 mA,
37507, 31, 86486605389795, 8991450900625796307, 4.110 V, 29.30 uA, 366.211 mA,  CHARGING,  CONNECTED,51,ST, 1946, 3.25 V, 1.62 mA,
37506, 31, 86486605389466, 8991450900625796307, 4.116 V, 20.51 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 1945, 3.25 V, 1.70 mA,
37505, 31, 86486605389165, 8991450900625796307, 4.096 V, 20.51 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 1943, 3.25 V, 1.69 mA,
37504, 21, 86486605389559, 8991450900625796307, 4.147 V, 19.04 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 1942, 3.26 V, 1.84 mA,
37503, 29, 86486605389164, 8991450900625796307, 4.121 V, 19.04 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 1941, 3.27 V, 1.81 mA,
37502, 31, 86486605389359, 8991450900625796307, 4.116 V, 19.04 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1940, 3.25 V, 1.67 mA,
37501, 31, 86486605389215, 8991450900625796307, 4.131 V, 19.04 uA, 292.969 mA,  CHARGING,  CONNECTED,51,ST, 1939, 3.24 V, 1.73 mA,
37500, 31, 86486605389725, 8991450900625796307, 4.093 V, 21.97 uA, 424.805 mA,  CHARGING,  CONNECTED,51,ST, 1938, 3.25 V, 1.72 mA,
37499, 31, 86486605389720, 8991450900625796307, 4.125 V, 20.51 uA, 366.211 mA,  CHARGING,  CONNECTED,51,ST, 1937, 3.24 V, 1.70 mA,
37498, 31, 86486605389459, 8991450900625796307, 4.122 V, 30.76 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 1936, 3.24 V, 1.75 mA,
37497, 31, 86486605389883, 8991450900625796307, 4.106 V, 17.58 uA, 278.320 mA,  CHARGING,  CONNECTED,51,ST, 1935, 3.24 V, 1.67 mA,
37496, 31, 86486605434076, 8991450900625796307, 4.118 V, 21.97 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 1934, 3.24 V, 1.79 mA,
37495, 31, 86486605433551, 8991450900625796307, 4.049 V, 20.51 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 1933, 3.24 V, 1.65 mA,
37494, 31, 86486605434251, 8991450900625796307, 4.066 V, 20.51 uA, 395.508 mA,  CHARGING,  CONNECTED,51,ST, 1932, 3.25 V, 1.63 mA,
37493, 31, 86486605434183, 8991450900625795644, 4.118 V, 20.51 uA, 307.617 mA,  CHARGING,  CONNECTED,51,ST, 1931, 3.24 V, 1.78 mA,
37545, 31, 86486605389769, 8991450900625796307, 3.788 V, 49.80 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 1989, 3.25 V, 1.77 mA,
37544, 27, 86486605389744, 8991450900625795643, 4.115 V, 20.51 uA, 292.969 mA,  CHARGING,  CONNECTED,51,ST, 1987, 3.25 V, 1.73 mA,
37543, 23, 86486605389759, 8991450900625795643, 3.788 V, 21.97 uA, 117.188 mA,  CHARGING,  CONNECTED,51,ST, 1986, 3.25 V, 1.76 mA,
37542, 27, 86486605389776, 8991450900625795643, 3.886 V, 20.51 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 1985, 3.25 V, 1.81 mA,
37541, 31, 86486605389296, 8991450900625795643, 4.103 V, 26.37 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 1982, 3.24 V, 1.68 mA,
37540, 30, 86486605388997, 8991450900625795643, 4.126 V, 23.44 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 1981, 3.24 V, 1.69 mA,
37539, 31, 86486605389692, 8991450900625795643, 4.078 V, 20.51 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 1980, 3.24 V, 1.70 mA,
37538, 20, 86486605389721, 8991450900625795643, 4.115 V, 20.51 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 1979, 3.25 V, 1.71 mA,
37537, 30, 86486605389091, 8991450900625795643, 4.099 V, 20.51 uA, 322.266 mA,  CHARGING,  CONNECTED,51,ST, 1978, 3.25 V, 1.83 mA,
37536, 31, 86486605388970, 8991450900625795643, 4.006 V, 20.51 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 1977, 3.24 V, 1.86 mA,
37535, 29, 86486605389582, 8991450900625795643, 4.119 V, 20.51 uA, 351.563 mA,  CHARGING,  CONNECTED,51,ST, 1976, 3.24 V, 1.72 mA,
37534, 24, 86486605389233, 8991450900625795643, 4.103 V, 19.04 uA, 336.914 mA,  CHARGING,  CONNECTED,51,ST, 1975, 3.25 V, 1.68 mA,
37533, 30, 86486605389236, 8991450900625795643, 3.995 V, 20.51 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 1974, 3.25 V, 1.68 mA,
37532, 31, 86486605389896, 8991450900625795643, 3.951 V, 23.44 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 1973, 3.26 V, 1.77 mA,
37557, 31, 86486605389703, 8991450900625796307, 4.135 V, 21.97 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 1988, 3.25 V, 1.85 mA,
37556, 31, 86486605389731, 8991450900625796307, 4.146 V, 19.04 uA, 278.320 mA,  CHARGING,  CONNECTED,51,ST, 1983, 3.24 V, 1.88 mA,
37555, 31, 86486605389479, 8991450900625796307, 4.116 V, 21.97 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 1984, 3.24 V, 1.82 mA,
37554, 31, 86486605389454, 8991450900625796307, 4.135 V, 20.51 uA, 131.836 mA,  CHARGING,  CONNECTED,51,ST, 1994, 3.24 V, 1.79 mA,
37553, 30, 86486605389358, 8991450900625796307, 4.128 V, 20.51 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1997, 3.25 V, 1.72 mA,
37552, 31, 86486605389718, 8991450900625796307, 4.112 V, 14.65 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1998, 3.24 V, 1.84 mA,
37558, 31, 86486605433735, 8991450900625795645, 3.655 V, 20.51 uA, 307.617 mA,  CHARGING,  CONNECTED,51,ST, 0378, 3.24 V, 1.69 mA,
37562, 31, 86486605434022, 8991450900625795645, 4.122 V, 20.51 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 0191, 3.25 V, 1.84 mA,
37561, 21, 86486605433524, 8991450900625795645, 4.144 V, 20.51 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 0811, 3.24 V, 1.81 mA,
37560, 31, 86486605433521, 8991450900625795645, 4.122 V, 20.51 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 0824, 3.25 V, 1.73 mA,
37559, 29, 86486605389513, 8991450900625795645, 4.107 V, 19.04 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 0630, 3.24 V, 1.76 mA,
37563, 31, 86486605721939, 8991450900625795645, 4.119 V, 21.97 uA, 146.484 mA,  CHARGING,  CONNECTED,51,ST, 0064, 3.25 V, 1.75 mA,
37564, 31, 86486605389012, 8991450900625795645, 4.134 V, 20.51 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 0067, 3.25 V, 1.72 mA,
37565, 31, 86486605389661, 8991450900625795645, 4.126 V, 19.04 uA, 117.188 mA,  CHARGING,  CONNECTED,51,ST, 1241, 3.25 V, 1.75 mA,
37568, 6,, 86486605433527, 8991450900625795645, 4.132 V, 20.51 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 1328, 3.25 V, 1.84 mA,
37567, 17, 86486605389823, 8991450900625795645, 4.116 V, 20.51 uA, 87.891 mA,  CHARGING,  CONNECTED,51,ST, 1318, 3.24 V, 1.75 mA,
37566, 15, 86486605388952, 8991450900625795645, 4.124 V, 20.51 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 1177, 3.25 V, 1.69 mA,
37569, 31, 86486605389431, 8991450900625795645, 4.119 V, 20.51 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 1185, 3.25 V, 1.74 mA,
37582, 26, 86486605389111, 8991450900625796307, 4.150 V, 24.90 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 1450, 3.25 V, 1.81 mA,
37581, 31, 86486605389520, 8991450900625796307, 4.121 V, 20.51 uA, 205.078 mA,  CHARGING,  CONNECTED,51,ST, 1464, 3.25 V, 1.80 mA,
37580, 31, 86486605389588, 8991450900625796307, 4.116 V, 21.97 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 1554, 3.25 V, 1.81 mA,
37579, 27, 86486605389404, 8991450900625796307, 4.125 V, 20.51 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1637, 3.25 V, 1.74 mA,
37578, 31, 86486605389104, 8991450900625796307, 4.116 V, 14.65 uA, 249.023 mA,  CHARGING,  CONNECTED,51,ST, 1671, 3.24 V, 1.73 mA,
37577, 19, 86486605388995, 8991450900625796307, 4.109 V, 20.51 uA, 131.836 mA,  CHARGING,  CONNECTED,51,ST, 1858, 3.25 V, 1.75 mA,
37576, 31, 86486605388985, 8991450900625796307, 4.132 V, 24.90 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 1839, 3.24 V, 1.86 mA,
37575, 28, 86486605389369, 8991450900625796307, 4.128 V, 32.23 uA, 307.617 mA,  CHARGING,  CONNECTED,51,ST, 1776, 3.25 V, 1.77 mA,
37574, 30, 86486605389835, 8991450900625796307, 4.132 V, 16.11 uA, 278.320 mA,  CHARGING,  CONNECTED,51,ST, 1765, 3.24 V, 1.89 mA,
37573, 29, 86486605389014, 8991450900625796307, 4.125 V, 20.51 uA, 175.781 mA,  CHARGING,  CONNECTED,51,ST, 1962, 3.25 V, 1.76 mA,
37572, 31, 86486605433899, 8991450900625796307, 4.137 V, 19.04 uA, 190.430 mA,  CHARGING,  CONNECTED,51,ST, 0181, 3.25 V, 1.71 mA,
37571, 31, 86486605389327, 8991450900625796307, 4.115 V, 20.51 uA, 87.891 mA,  NOT CHARGING,  CONNECTED,51,ST, 1161, 3.24 V, 1.82 mA,
37570, 31, 86486605434081, 8991450900625796307, 4.121 V, 19.04 uA, 73.242 mA,  NOT CHARGING,  CONNECTED,51,ST, 0926, 3.25 V, 1.85 mA,
37589, 31, 86486605389627, 8991450900625795645, 4.115 V, 24.90 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST,, 3.25 V, 1.83 mA,
37588, 30, 86486605389679, 8991450900625796307, 4.148 V, 16.11 uA, 263.672 mA,  CHARGING,  CONNECTED,51,ST, 1168, 3.24 V, 1.73 mA,
37587, 31, 86486605389222, 8991450900625795645, 4.126 V, 21.97 uA, 161.133 mA,  CHARGING,  CONNECTED,51,ST, 1878, 3.24 V, 1.72 mA,
37586, 16, 86486605389847, 8991450900625795643, 4.131 V, 20.51 uA, 292.969 mA,  CHARGING,  CONNECTED,51,ST, 1496, 3.25 V, 1.78 mA,
37585, 24, 86486605388960, 8991450900625795643, 4.125 V, 21.97 uA, 219.727 mA,  CHARGING,  CONNECTED,51,ST, 1449, 3.25 V, 1.68 mA,
37584, 31, 86486605500834, 8991450900625796307, 4.122 V, 26.37 uA, 278.320 mA,  CHARGING,  CONNECTED,51,ST, 1536, 3.25 V, 1.80 mA,
37583, 25, 86486605434174, 8991450900625796307, 3.577 V, 23.44 uA, 131.836 mA,  CHARGING,  CONNECTED,51,ST, 1148, 3.25 V, 1.81 mA,
35644, 31, 86486605501791, 8991450900618355522, 4.141 V, 43.95 uA, 234.375 mA,  CHARGING,  CONNECTED,51,ST, 0021, 3.27 V, 1.70 mA,
35665, 31, 86486605722428, 8991450900625795643, 4.159 V, 42.48 uA, 117.188 mA,  CHARGING,  CONNECTED,51,ST,, 3.28 V, 1.48 mA,
