CustomerName,LasPayRecieved,LasBilRaise,CreditBalance,TotHWbill,TotSWbill,LasHW_bildate,avgBillamt,avgBillTout,avgBill:Tout,Totdebitamt,debitTout,TotDebit:debTout,CrntDebitamt,CrntTout,CrntDebitamt:CrntTout,debitFreq,creditFreq,dbtfreq:crdtfreq
FAK Cargo Dynamic Pvt Ltd,11210.00,4248.00,0,6962.0,4248.0,3/9/2022,0,0,0,0,0,0,0,0,0,,,
Fareena Tours and Travels18059,,,0,0,6962.0,,0,0,0,0,0,0,-6962.0,0,0,,,
FINCARE SMALL FINANCE BANK LIMITED 09,3776.00,3776.00,0,3776.0,0,8/6/2021,0,0,0,0,0,0,0,0,0,,,
FINCARE SMALL FINANCE BANK LIMITED 24,3776.00,3776.00,0,26432.0,0,8/6/2021,0,0,0,0,0,0,0,0,0,,,
FINCARE SMALL FINANCE BANK LIMITED 29,3776.00,3776.00,0,7552.0,0,8/6/2021,0,0,0,0,0,0,0,0,0,,,
FINCARE SMALL FINANCE BANK LIMITED33,3776.00,3776.00,0,7552.0,0,8/6/2021,0,0,0,0,0,0,0,0,0,,,
FLOWTECH,1458.00,12744.00,0,0,12744.0,,0,0,0,0,0,0,0,0,0,,,
FRANCIS ENGINEERING WORKS,10000.00,20001.00,10001.0,20001.0,0,3/18/2022,0,10001.0,0,20001.0,10001.0,2:1,20001.0,10001.0,2:1,,,
GANAPATHI DISTRIBUTORS,4460.00,2230.00,0,0,4460.0,,0,0,0,0,0,0,-2230.0,0,0,,,
Gandhi Automation Pvt Ltd,,,0,0,17386.0,,0,0,0,0,0,0,-17386.0,0,0,,,
GANESH TOTAL GAZ DISTRIBUTORS,1486.00,743.00,0,0,1486.0,,0,0,0,0,0,0,-743.0,0,0,,,
Ganga Travels 16298,,6962.00,6962.0,6962.0,0,9/2/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
Ganga Travels20525,,6962.00,6962.0,6962.0,0,8/17/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
GANGA WATER SUPPLY,,,0,0,14160.0,,0,0,0,0,0,0,-14160.0,0,0,,,
GARUDAN BULK CARRIER IOCL 11031919,,,0,0,1085.26,,0,0,0,0,0,0,-1085.26,0,0,,,
Gatimaan Intracity Logistics,2065.00,,3835.0,0,7080.0,,565,3540,1:6,7080.0,3835.0,2:1,6785.0,3835.0,2:1,Monthly,yearly,Monthly:yearly
Gawar Construction Ltd,11450.00,2015.00,3427.0,0,202370.0,,16864,3427.0,5:1,202370.0,3427.0,59:1,202370.0,3427.0,59:1,Monthly,Monthly,Monthly:Monthly
G INFRASTRUCTURES,,,3218.0,0,3218.0,,0,3218.0,0,3218.0,3218.0,1:1,3218.0,3218.0,1:1,,,
Global Travels 9853,5000.00,5000.00,0,5000.0,0,7/30/2021,0,0,0,0,0,0,0,0,0,,,
Globle Moving,9637.00,,8527.0,0,51468.0,,3186,-4709,-1:1,51468.0,8527.0,6:1,38232.0,8527.0,4:1,Monthly,quaterly,Monthly:quaterly
G.LOGAVANI TRANSPORT HPCL,1830.00,1830.00,0,0,3355.0,,1677,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
G M TRANSPORTS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
GO CONNECT PRIVATE LIMITED,,,0,0,1628.6,,0,0,0,0,0,0,-1628.6,0,0,,,
GOKUL TRANSPORTS HPCL,1830.00,1830.00,0,0,3965.0,,1982,0,0,0,0,0,0,0,0,quaterly,quaterly,quaterly:quaterly
GOLDEN STAR TRANSPORT HPCL,2135.00,2135.00,0,0,2135.0,,0,0,0,0,0,0,0,0,0,,,
Golden Temple Volvo Bus Service,,,0,0,696.0,,0,0,0,0,0,0,-696.0,0,0,,,
Golden Tempo Volvo Bus Service,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
GOLDEN TRANSPORT SERVICE IOCL 10212200,,,0,0,544.84,,0,0,0,0,0,0,-544.84,0,0,,,
GOMATHI BULK CARRIER HPCL,2440.00,2440.00,0,0,4575.0,,2287,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
Gonuguntla Manjunath,5644.00,2832.00,20.0,2832.0,2832.0,9/9/2021,2832,20.0,142:1,5664.0,20.0,283:1,5664.0,20.0,283:1,quaterly,,
GOUNDER TRANSPORTS IOCL 11004228,,,0,0,549.84,,0,0,0,0,0,0,-549.84,0,0,,,
Gowri Shankar Travels,,6962.00,6962.0,6962.0,0,8/5/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
G PADMAVATHI IOCL 11004212,,,0,0,4200.0,,0,0,0,0,0,0,-4200.0,0,0,,,
GPS TOURS AND TRAVELS,3540.00,3540.00,0,7080.0,0,12/31/2021,3540,0,0,0,0,0,0,0,0,quaterly,quaterly,quaterly:quaterly
Grand Bus,,,0,0,6962.0,,0,0,0,0,0,0,-6962.0,0,0,,,
Green Planet Logistics Private Ltd,31616.00,354.00,17986.0,496.0,49106.0,3/31/2022,8267,17986.0,1:2,49602.0,17986.0,3:1,49602.0,17986.0,3:1,Monthly,,
GSN ROADLINES HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
G S TOTAL GAZ DISTRIBUTOR,,,0,0,743.0,,0,0,0,0,0,0,-743.0,0,0,,,
GTS BULK CARRIER HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
Gujarat Travels,,,0,0,798.0,4/8/2021,0,0,0,0,0,0,-798.0,0,0,,,
Gulzar Travels,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
Gurcharan Singh,,,0,0,2998.94,,0,0,0,0,0,0,-2998.94,0,0,,,
Gurunanak Travels20453,,,0,0,6962.0,,0,0,0,0,0,0,-6962.0,0,0,,,
HailTrip21179,,13924.00,20886.0,20886.0,0,1/4/2022,10443,20886.0,1:2,20886.0,20886.0,1:1,20886.0,20886.0,1:1,halfyearly,,
HANDY HOME SOLUTIONS PVT LTD 06,82600.00,82600.00,0,82600.0,0,9/18/2021,0,0,0,0,0,0,0,0,0,,,
HANDY HOME SOLUTIONS PVT LTD 27,28910.00,12272.00,58528.0,78470.0,58528.0,11/17/2021,22833,58528.0,1:3,136998.0,58528.0,2:1,136998.0,58528.0,2:1,quaterly,quaterly,quaterly:quaterly
HANDY HOME SOLUTIONS PVT LTD 29,74340.00,33040.00,33040.0,107380.0,0,11/17/2021,53690,33040.0,2:1,107380.0,33040.0,3:1,107380.0,33040.0,3:1,quaterly,,
HANNA ENTERPRISES,5948.00,2974.00,0,0,5948.0,,0,0,0,0,0,0,-2974.0,0,0,,,
HANUMAN TOTALGAZ DISTRIBUTORS,1500.00,743.00,0,0,1486.0,,0,0,0,0,0,0,-743.0,0,0,,,
Haridas Holidays,3500.00,3481.00,0,3481.0,3481.0,1/8/2022,0,0,0,0,0,0,0,0,0,,,
HARITHA GAS AGENCY,,,0,0,743.0,,0,0,0,0,0,0,-743.0,0,0,,,
Harthika Travels21647,,6962.00,6962.0,6962.0,0,4/26/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
HASAN TRAVELS RED BUS BLR,6962.00,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
Hash Infotech,9858.00,1186.00,4253.0,11564.0,5833.0,11/22/2021,1933,4253.0,1:2,17397.0,4253.0,4:1,17397.0,4253.0,4:1,Monthly,halfyearly,Monthly:halfyearly
Hassan Travels,,6962.00,6962.0,6962.0,0,7/1/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
HAULWAYS TRANSPORT AND LOGISTICS PRIVATE LIMITED,54693.00,72482.00,72482.0,0,266563.0,,88854,72482.0,1:1,266563.0,72482.0,4:1,266563.0,72482.0,4:1,Monthly,quaterly,Monthly:quaterly
HBL POWER SYSTEMS LIMITED,,,0,0,1593.0,,0,0,0,0,0,0,-1593.0,0,0,,,
HEERA HIMACHAL HOLIDAYS,3500.00,3481.00,0,3481.0,3481.0,10/30/2021,0,0,0,0,0,0,0,0,0,,,
HEMAS AGENCY,,,0,0,743.0,,0,0,0,0,0,0,-743.0,0,0,,,
HHV CRYSTALS PRIVATE LIMITED,,5900.00,11800.0,5900.0,5900.0,1/14/2022,5900,11800.0,1:2,11800.0,11800.0,1:1,11800.0,11800.0,1:1,Monthly,,
Highway Star Travel & Cargo,7000.00,6962.00,0,6962.0,6962.0,2/26/2022,0,0,0,0,0,0,0,0,0,,,
Himachal Tourist Bus Service,3500.00,3481.00,0,3481.0,3481.0,1/8/2022,0,0,0,0,0,0,0,0,0,,,
Himalayan Normad KTC,,34810.00,34810.0,34810.0,34810.0,7/31/2021,0,34810.0,0,34810.0,34810.0,1:1,34810.0,34810.0,1:1,,,
Himgiri Adventure Tours,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
HIND HIGH VACUUM COMPANY PRIVATE LIMITED,12450.00,14750.00,0,17700.0,14750.0,1/6/2022,16225,0,0,0,0,0,0,0,0,Monthly,quaterly,Monthly:quaterly
Hisar Bus Service,10000.00,14455.00,4455.0,14455.0,14455.0,7/31/2021,0,4455.0,0,14455.0,4455.0,3:1,14455.0,4455.0,3:1,,,
Holiday Appeal,3500.00,3481.00,0,3481.0,3481.0,10/30/2021,0,0,0,0,0,0,0,0,0,,,
HPCL,38606.98,1817.00,133301.31,0,1026909.69,9/30/2021,188019,-517570,0:1,1026909.69,133301.31,8:1,376038.0,133301.31,3:1,Monthly,Monthly,Monthly:Monthly
HR Travels,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
HSA TELECOM PRIVATE LIMITED,7080.00,3540.00,0,10620.0,0,9/13/2021,0,0,0,0,0,0,0,0,0,,,
Humsafar Travels,23010.00,23010.00,0,23010.0,0,7/16/2021,0,0,0,0,0,0,0,0,0,,,
HYDERABAD YADGIRI TOLLWAY PRIVATE LIMITED,743.00,743.00,2229.0,7788.0,9235.0,4/19/2021,1547,2229.0,1:1,17023.0,2229.0,8:1,17023.0,2229.0,8:1,quaterly,quaterly,quaterly:quaterly
IB CABS,590.00,354.00,0,2891.0,2714.0,7/5/2021,622,0,0,0,0,0,0,0,0,Monthly,halfyearly,Monthly:halfyearly
IBIBO GROUP PVT LTD,21384.00,23364.00,1148208.54,0,15163108.0,,1263592,1148208.54,1:1,15163108.0,1148208.54,13:1,15163108.0,1148208.54,13:1,Monthly,Monthly,Monthly:Monthly
IBIBO GROUP PVT LTd OPERATORS,51500.00,31500.00,0,455770.0,455770.0,12/30/2021,227885,0,0,0,0,0,0,0,0,yearly,Monthly,yearly:Monthly
ICICI LOMBARD GENERAL INSURANCE CO. LTD,,,0,0,6372.0,,0,0,0,0,0,0,-6372.0,0,0,,,
Ideal Travels,,,0,0,0,4/8/2021,0,0,0,0,0,0,0,0,0,,,
IGOTECH VENTURES PVT LTD,11800.00,708.00,708.0,11800.0,708.0,12/11/2021,6254,708.0,9:1,12508.0,708.0,18:1,12508.0,708.0,18:1,quaterly,,
IIFL FINANCE LIMITED,5125.00,,0,0,0,,0,0,0,0,0,0,0,0,0,,quaterly,
IIFL FINANCE LIMITED 02,,152.00,1627.0,1475.0,152.0,3/7/2022,0,1627.0,0,1627.0,1627.0,1:1,1627.0,1627.0,1:1,,,
IIFL FINANCE LIMITED 03,,2541.00,19946.0,17405.0,2541.0,3/7/2022,0,19946.0,0,19946.0,19946.0,1:1,19946.0,19946.0,1:1,,,
IIFL FINANCE LIMITED 05,,367.00,7152.0,6785.0,367.0,3/7/2022,0,7152.0,0,7152.0,7152.0,1:1,7152.0,7152.0,1:1,,,
IIFL FINANCE LIMITED 06,,4134.00,36584.0,32450.0,4134.0,3/7/2022,0,36584.0,0,36584.0,36584.0,1:1,36584.0,36584.0,1:1,,,
IIFL FINANCE LIMITED 07,,4021.00,29686.0,25665.0,4021.0,3/7/2022,0,29686.0,0,29686.0,29686.0,1:1,29686.0,29686.0,1:1,,,
IIFL FINANCE LIMITED 08,,2794.00,41439.0,38645.0,2794.0,3/7/2022,0,41439.0,0,41439.0,41439.0,1:1,41439.0,41439.0,1:1,,,
IIFL FINANCE LIMITED 09,,2693.00,25703.0,23010.0,2693.0,3/7/2022,0,25703.0,0,25703.0,25703.0,1:1,25703.0,25703.0,1:1,,,
IIFL FINANCE LIMITED 10,514.00,5399.00,12479.0,7080.0,5913.0,3/7/2022,6496,12479.0,1:2,12993.0,12479.0,1:1,12993.0,12479.0,1:1,Monthly,,
IIFL FINANCE LIMITED 16,68.00,1062.00,3717.0,2655.0,1130.0,3/7/2022,1892,3717.0,1:2,3785.0,3717.0,1:1,3785.0,3717.0,1:1,Monthly,,
IIFL FINANCE LIMITED 18,913.00,5626.00,17131.0,11505.0,6539.0,3/7/2022,9022,17131.0,1:2,18044.0,17131.0,1:1,18044.0,17131.0,1:1,Monthly,,
IIFL FINANCE LIMITED 19,2364.00,40622.00,86642.0,46020.0,42986.0,3/7/2022,44503,86642.0,1:2,89006.0,86642.0,1:1,89006.0,86642.0,1:1,Monthly,,
IIFL FINANCE LIMITED 20,171.00,2364.00,5314.0,2950.0,2535.0,3/7/2022,2742,5314.0,1:2,5485.0,5314.0,1:1,5485.0,5314.0,1:1,Monthly,,
IIFL FINANCE LIMITED 21,948.00,14539.00,36074.0,21535.0,15487.0,3/7/2022,18511,36074.0,1:2,37022.0,36074.0,1:1,37022.0,36074.0,1:1,Monthly,,
IIFL FINANCE LIMITED 22,13882.00,3540.00,3540.0,2950.0,14472.0,12/7/2021,3484,3540.0,1:1,17422.0,3540.0,5:1,17422.0,3540.0,5:1,Monthly,,
IIFL FINANCE LIMITED 23,105709.00,29470.00,30060.0,28615.0,107154.0,3/7/2022,22628,30060.0,1:1,135769.0,30060.0,5:1,135769.0,30060.0,5:1,Monthly,,
IIFL FINANCE LIMITED 24,,15778.00,123748.0,107970.0,15778.0,3/7/2022,0,123748.0,0,123748.0,123748.0,1:1,123748.0,123748.0,1:1,,,
IIFL FINANCE LIMITED 26,,63.00,358.0,295.0,63.0,3/7/2022,0,358.0,0,358.0,358.0,1:1,358.0,358.0,1:1,,,
IIFL FINANCE LIMITED 27,205901.00,67120.00,68595.0,49265.0,225231.0,3/7/2022,45749,68595.0,1:1,274496.0,68595.0,4:1,274496.0,68595.0,4:1,Monthly,,
IIFL FINANCE LIMITED 29,190810.00,56564.00,60399.0,64310.0,186899.0,3/7/2022,41868,60399.0,1:1,251209.0,60399.0,4:1,251209.0,60399.0,4:1,Monthly,,
IIFL FINANCE LIMITED 30,2900.00,2832.00,0,2950.0,10256.0,12/7/2021,3301,0,0,0,0,0,0,0,0,Monthly,halfyearly,Monthly:halfyearly
IIFL FINANCE LIMITED 33,4956.00,19192.00,66687.0,47495.0,24148.0,3/7/2022,35821,66687.0,1:2,71643.0,66687.0,1:1,71643.0,66687.0,1:1,Monthly,,
IIFL FINANCE LIMITED 36,5344.00,23212.00,65987.0,42775.0,28556.0,3/7/2022,35665,65987.0,1:2,71331.0,65987.0,1:1,71331.0,65987.0,1:1,Monthly,,
IIFL FINANCE LIMITED 37,4362.00,26424.00,73034.0,46610.0,30786.0,3/7/2022,38698,73034.0,1:2,77396.0,73034.0,1:1,77396.0,73034.0,1:1,Monthly,,
Ilamaran Travels22372,,,0,3481.0,0,12/30/2021,0,0,0,0,0,0,0,0,0,,,
Indel Money Pvt Ltd,69600.00,70800.00,147600.0,1699200.0,495600.0,8/31/2021,313542,147600.0,2:1,2194800.0,147600.0,15:1,2194800.0,147600.0,15:1,Monthly,halfyearly,Monthly:halfyearly
Indian Designs Exports Pvt Ltd,37513.00,,38221.0,0,75734.0,,0,-37513,0,75734.0,38221.0,2:1,0.0,38221.0,0,,,
Indian Institute of Education,7162.00,791.00,2361.0,6372.0,3151.0,5/25/2021,1904,2361.0,1:1,9523.0,2361.0,4:1,9523.0,2361.0,4:1,quaterly,,
INDIAN INSTITUTE OF TECHNOLOGY,590.00,590.00,0,0,2360.0,,590,0,0,0,0,0,0,0,0,Monthly,,
Indian Logistics HPCL,1830.00,3660.00,0,0,7320.0,,3660,0,0,0,0,0,0,0,0,yearly,yearly,yearly:yearly
INDIAN TRAILS SOURCING SERVICES PRIVATE LIMITED,6962.00,6962.00,6962.0,13924.0,13924.0,2/4/2022,6962,6962.0,1:1,13924.0,6962.0,2:1,13924.0,6962.0,2:1,quaterly,,
Indira Travels,,3481.00,3481.0,3481.0,0,9/15/2021,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
INDO AUTOGAS & FUEL STATION,8208.00,8208.00,0,0,8208.0,,0,0,0,0,0,0,0,0,0,,,
Indogas,16416.00,16416.00,0,0,16416.0,,0,0,0,0,0,0,0,0,0,,,
IND PURE CHEM,3422.00,2832.00,0,0,9322.0,,0,0,0,0,0,0,-5900.0,0,0,,halfyearly,
INDUMATI H R FACILITIES PRIVATE LIMITED,3481.00,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
Indumati Travels,,3481.00,2981.0,3481.0,0,7/30/2021,0,2981.0,0,3481.0,2981.0,1:1,3481.0,2981.0,1:1,,,
Indus Towers Limited,4248.00,4248.00,1179.0,0,73809.0,,24603,1179.0,21:1,73809.0,1179.0,63:1,73809.0,1179.0,63:1,halfyearly,halfyearly,halfyearly:halfyearly
INGENE ORGANICS PRIVATE LIMITED,42456.00,15930.00,28066.0,38940.0,300782.0,6/25/2021,26658,8242,3:1,339722.0,28066.0,12:1,319898.0,28066.0,11:1,Monthly,Monthly,Monthly:Monthly
INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED,62105.00,1232.00,6884.0,0,68989.0,,0,6884.0,0,68989.0,6884.0,10:1,68989.0,6884.0,10:1,,,
INSTA ICT SOLUTIONS PRIVATE LIMITED,4248.00,4248.00,0,0,31152.0,,10384,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
INTEGRATED CLEANROOM TECHNOLOGIES PVT LTD,52440.00,708.00,660.0,14160.0,38940.0,11/24/2021,26550,660.0,40:1,53100.0,660.0,80:1,53100.0,660.0,80:1,Monthly,,
INTELLIGENT RETAIL PRIVATE LIMITED,20532.00,1416.00,41418.0,147146.0,29028.0,3/31/2022,14681,41418.0,1:3,176174.0,41418.0,4:1,176174.0,41418.0,4:1,Monthly,quaterly,Monthly:quaterly
ION LOGISTICS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
IPR Connect,6962.00,6962.00,6962.0,13924.0,13924.0,2/26/2022,0,6962.0,0,13924.0,6962.0,2:1,13924.0,6962.0,2:1,,,
Irish Travels21333,,3481.00,3481.0,3481.0,0,7/21/2021,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
IRON MOUNTAIN INDIA PRIVATE LIMITED,16820.00,708.00,16686.0,0,263939.0,,21994,16686.0,1:1,263939.0,16686.0,16:1,263939.0,16686.0,16:1,Monthly,Monthly,Monthly:Monthly
Isha Cashews Pvt Ltd,4248.00,,4248.0,0,8496.0,,0,0,0,8496.0,4248.0,2:1,4248.0,4248.0,1:1,,,
IYAPPA ROADWAYS IOCL 11032076,,,0,0,549.68,,0,0,0,0,0,0,-549.68,0,0,,,
Jaganath Travels17534,,3481.00,6962.0,3481.0,3481.0,4/8/2021,0,3481,0,6962.0,6962.0,1:1,3481.0,6962.0,1:2,,,
Jagdamba Travels 22641,7000.00,8260.00,1260.0,8260.0,0,1/8/2022,0,1260.0,0,8260.0,1260.0,7:1,8260.0,1260.0,7:1,,,
Jagdish Tours & Travels,,,0,0,4750.0,,0,0,0,0,0,0,-4750.0,0,0,,,
JAI ANNAMAR TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
Jai Bholenath Travels,3000.00,3009.00,9.0,3009.0,3009.0,3/30/2022,0,9.0,0,3009.0,9.0,334:1,3009.0,9.0,334:1,,,
Jai Hanuman22362,3481.00,3481.00,0,3481.0,0,10/29/2021,0,0,0,0,0,0,0,0,0,,,
Jai Hind21119,,6962.00,10443.0,10443.0,0,4/20/2021,0,10443.0,0,10443.0,10443.0,1:1,10443.0,10443.0,1:1,,,
Jai Mata Di Travels20274,,,0,0,13924.0,,0,0,0,0,0,0,-13924.0,0,0,,,
Jai Shree Ganesh Yatra Company,,3481.00,0,3481.0,3481.0,6/30/2021,0,0,0,0,0,0,0,0,0,,,
Jamna Travel18629,,,0,0,4956.0,,0,0,0,0,0,0,-4956.0,0,0,,,
Jamna Travels,,,0,0,0,,0,0,0,0,0,0,0,0,0,,,
Jamna Travels7285,,24367.00,24253.0,24367.0,24367.0,3/31/2022,0,24253.0,0,24367.0,24253.0,1:1,24367.0,24253.0,1:1,,,
Jana Small Finance Bank Ltd,589744.00,101125.00,531812.36,3205170.36,426394.0,1/21/2022,605260,531812.36,1:1,3631564.36,531812.36,7:1,3631564.36,531812.36,7:1,Monthly,yearly,Monthly:yearly
Janatha Travels,,,0,0,6962.0,,0,0,0,0,0,0,-6962.0,0,0,,,
JAWAHAR LORRY SERVICE IOCL 11037487,,,0,0,500.0,,0,0,0,0,0,0,-500.0,0,0,,,
JAYAMURUAN&CO HPCL,2440.00,2440.00,0,0,2440.0,,0,0,0,0,0,0,0,0,0,,,
JAYAMURUGAN TRANSPORT IOCL 11020388,,,0,0,1085.26,,0,0,0,0,0,0,-1085.26,0,0,,,
Jayanthi Travels,,6962.00,17405.0,17405.0,0,1/11/2022,8702,17405.0,1:2,17405.0,17405.0,1:1,17405.0,17405.0,1:1,yearly,,
JAYARAMA TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
Jay Mahakal Travels 22051,7000.00,7000.00,0,7000.0,0,11/29/2021,0,0,0,0,0,0,0,0,0,,,
Jay Malhar Tours and Travels20667,,,0,0,6962.0,,0,0,0,0,0,0,-6962.0,0,0,,,
Jaysika20229,,6962.00,6962.0,6962.0,0,4/8/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
J B G BUS SERVICE,7000.00,20886.00,20848.0,27848.0,27848.0,3/31/2022,13924,20848.0,1:1,27848.0,20848.0,1:1,27848.0,20848.0,1:1,halfyearly,,
J DEEPIKA BULK MOVERS HPCL,1830.00,1830.00,0,0,3660.0,,1830,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
Jeron Travels19168,,3481.00,3481.0,3481.0,0,8/20/2021,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
JEYAM TRANSPORTS IOCL 11026859,,,0,0,2000.0,,0,0,0,0,0,0,-2000.0,0,0,,,
Jeyamurugan Travels,,3481.00,3481.0,3481.0,0,3/15/2022,0,3481.0,0,3481.0,3481.0,1:1,3481.0,3481.0,1:1,,,
J G Cabs,,1534.00,23423.0,0,23423.0,,1829,20119,1:11,23423.0,23423.0,1:1,20119.0,23423.0,1:1,Monthly,,
J H BULK CARRIERS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
jhlpgcarrier HPCL,2440.00,2440.00,0,0,4575.0,,2287,0,0,0,0,0,0,0,0,yearly,yearly,yearly:yearly
JITENDRA JAJWARE,,,0,0,2596.0,,0,0,0,0,0,0,-2596.0,0,0,,,
JJ Yatra Travels,,,0,4130.0,0,12/30/2021,0,0,0,0,0,0,0,0,0,,,
JK AGENCIES,1486.00,,0,0,743.0,,0,0,0,0,0,0,-743.0,0,0,,,
JOBI TOURS AND TRAVELS,,,0,0,3258.0,,0,0,0,0,0,0,-3258.0,0,0,,,
JOHN DISTILLERIES PRIVATE LIMITED,33424.00,8791.00,60675.0,7316.0,821951.0,11/23/2021,68664,-13283,-5:1,829267.0,60675.0,14:1,755309.0,60675.0,12:1,Monthly,quaterly,Monthly:quaterly
JOTHI ANDAVAR TRANSPORT HPCL,1000.00,1000.00,0,0,2000.0,,1000,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
JOTHI TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
JRMS TRANSPORT HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
JSR GAS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
JTS,,,0,0,6962.0,,0,0,0,0,0,0,-6962.0,0,0,,,
JTS Muthalib Travels,,,0,0,6962.0,4/8/2021,0,0,0,0,0,0,-6962.0,0,0,,,
JWALA ASSOCIATES,,,0,0,743.0,,0,0,0,0,0,0,-743.0,0,0,,,
Jyothi Conmix,85982.00,33040.00,96646.48,40592.0,410570.48,6/30/2021,27872,-12500,-2:1,443610.48,96646.48,5:1,334464.0,96646.48,3:1,Monthly,halfyearly,Monthly:halfyearly
JYOTHI CONSTRUCTIONS,,,0,0,7552.0,4/1/2021,0,0,0,0,0,0,-7552.0,0,0,,,
JYOTI GAS PVT LTD,28728.00,,0,0,28728.0,,0,0,0,0,0,0,0,0,0,,,
KAILASH CARRIERS LIMITED,,,0,0,16646.0,,0,0,0,0,0,0,-16646.0,0,0,,,
Kakrala Gas Agency,,,0,0,2313.0,,0,0,0,0,0,0,-2313.0,0,0,,,
Kalaimakal Travels,,6962.00,6962.0,6962.0,0,4/17/2021,0,6962.0,0,6962.0,6962.0,1:1,6962.0,6962.0,1:1,,,
Kaliamman Tempo Service,7375.00,8260.00,24726.0,8260.0,46851.0,7/12/2021,8520,12218,1:1,55111.0,24726.0,2:1,42603.0,24726.0,2:1,Monthly,Monthly,Monthly:Monthly
KALPANA TRAVELS,,,0,0,7109.0,,0,0,0,0,0,0,-7109.0,0,0,,,
KALP TOTAL GAZ DISTRIBUTORS,743.00,,0,0,743.0,,0,0,0,0,0,0,-743.0,0,0,,,
KALYANI AGENCY,1486.00,743.00,0,0,1486.0,,0,0,0,0,0,0,-743.0,0,0,,,
KAMALESH TRANSPORT IOCL 11020411,,,0,0,609.68,,0,0,0,0,0,0,-609.68,0,0,,,
KAMATCHI VILAS TRANSPORT HPCL,2440.00,2440.00,0,0,4270.0,,2135,0,0,0,0,0,0,0,0,halfyearly,halfyearly,halfyearly:halfyearly
Kamat Tourist,,,0,0,0,12/30/2021,0,0,0,0,0,0,0,0,0,,,
KAMAT TOURIST-BLR,,,0,0,3079.0,,0,0,0,0,0,0,-3079.0,0,0,,,
Kanakadurga Finance Limited,67260.00,4720.00,560.0,179360.0,33040.0,3/25/2022,42480,560.0,76:1,212400.0,560.0,379:1,212400.0,560.0,379:1,halfyearly,halfyearly,halfyearly:halfyearly
kanha Travels19148,,6962.00,6962.0,13924.0,0,11/23/2021,6962,6962.0,1:1,13924.0,6962.0,2:1,13924.0,6962.0,2:1,quaterly,,
Kareng Travels19381,,6962.00,10443.0,6962.0,3481.0,8/5/2021,0,6962,0,10443.0,10443.0,1:1,6962.0,10443.0,1:2,,,
Karnataka Travels,,,0,0,84498.0,,0,0,0,0,0,0,-84498.0,0,0,,,
Kartar Travels Pvt Ltd,7000.00,6962.00,0,6962.0,6962.0,9/30/2021,0,0,0,0,0,0,0,0,0,,,
KARTHICK GAS CARRIERS IOCL 11004363,,,0,0,1089.68,,0,0,0,0,0,0,-1089.68,0,0,,,
KARTHIK BULK CARRIERS HPCL,1830.00,1830.00,0,0,1830.0,,0,0,0,0,0,0,0,0,0,,,
Kartik Tours Travels 16860,,,0,0,6962.0,,0,0,0,0,0,0,-6962.0,0,0,,,
