Date,Particulars,,Vch Type,Vch No.,Debit,Credit
3/7/2022,Cr,Sales 18% Igst,Sensales,2021-22/SLB/3757,6785.00,
3/9/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3796,367.00,
7152.00,,,,,,
,Dr,Closing Balance,,,,7152.00
7152.00,,,,,,7152.00
,,,,,,
Ledger:,IIFL FINANCE LIMITED 06,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
3/7/2022,Cr,Sales 18% Igst,Sensales,2021-22/SLB/3753,32450.00,
3/7/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3777,4134.00,
36584.00,,,,,,
,Dr,Closing Balance,,,,36584.00
36584.00,,,,,,36584.00
,,,,,,
Ledger:,IIFL FINANCE LIMITED 07,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
3/7/2022,Cr,Sales 18% Igst,Sensales,2021-22/SLB/3752,25665.00,
3/7/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3773,4021.00,
29686.00,,,,,,
,Dr,Closing Balance,,,,29686.00
29686.00,,,,,,29686.00
,,,,,,
Ledger:,IIFL FINANCE LIMITED 08,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
3/7/2022,Cr,Sales 18% Igst,Sensales,2021-22/SLB/3751,38645.00,
3/9/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3792,2794.00,
41439.00,,,,,,
,Dr,Closing Balance,,,,41439.00
41439.00,,,,,,41439.00
,,,,,,
Ledger:,IIFL FINANCE LIMITED 09,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
3/7/2022,Cr,Sales 18% Igst,Sensales,2021-22/SLB/3755,23010.00,
3/7/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3774,2693.00,
25703.00,,,,,,
,Dr,Closing Balance,,,,25703.00
25703.00,,,,,,25703.00
,,,,,,
Ledger:,IIFL FINANCE LIMITED 10,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
9/23/2021,Dr,SBI OD AC 38852796022,Receipt,3199956044307,,514.00
2/9/2022,Cr,Sales Service 18% Igst,Sales Service,2021-22/SR/3444,514.00,
3/7/2022,Cr,Sales 18% Igst,Sensales,2021-22/SLB/3748,7080.00,
3/7/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3770,5399.00,
12993.00,,,,,,514.00
,Dr,Closing Balance,,,,12479.00
12993.00,,,,,,12993.00
,,,,,,
Ledger:,IIFL FINANCE LIMITED 16,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
9/23/2021,Dr,SBI OD AC 38852796022,Receipt,3199956044307,,68.00
2/9/2022,Cr,Sales Service 18% Igst,Sales Service,2021-22/SR/3454,68.00,
3/7/2022,Cr,Sales 18% Igst,Sensales,2021-22/SLB/3750,2655.00,
3/9/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3795,1062.00,
3785.00,,,,,,68.00
,Dr,Closing Balance,,,,3717.00
3785.00,,,,,,3785.00
,,,,,,
Ledger:,IIFL FINANCE LIMITED 18,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
9/23/2021,Dr,SBI OD AC 38852796022,Receipt,3199956044307,,913.00
2/9/2022,Cr,Sales Service 18% Igst,Sales Service,`2021-22/SR/3443,913.00,
3/7/2022,Cr,Sales 18% Igst,Sensales,2021-22/SLB/3745,11505.00,
3/7/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3769,5626.00,
18044.00,,,,,,913.00
,Dr,Closing Balance,,,,17131.00
18044.00,,,,,,18044.00
,,,,,,
Ledger:,IIFL FINANCE LIMITED 19,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
9/23/2021,Dr,SBI OD AC 38852796022,Receipt,3199956044307,,2364.00
2/9/2022,Cr,Sales Service 18% Igst,Sales Service,2021-22/SR/3455,2364.00,
3/7/2022,Cr,Sales 18% Igst,Sensales,2021-22/SLB/3747,46020.00,
3/9/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3797,40622.00,
89006.00,,,,,,2364.00
,Dr,Closing Balance,,,,86642.00
89006.00,,,,,,89006.00
,,,,,,
Ledger:,IIFL FINANCE LIMITED 20,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
9/23/2021,Dr,SBI OD AC 38852796022,Receipt,3199956044307,,171.00
2/9/2022,Cr,Sales Service 18% Igst,Sales Service,2021-22/SR/3447,171.00,
3/7/2022,Cr,Sales 18% Igst,Sensales,2021-22/SLB/3746,2950.00,
3/9/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3786,2364.00,
5485.00,,,,,,171.00
,Dr,Closing Balance,,,,5314.00
5485.00,,,,,,5485.00
,,,,,,
Ledger:,IIFL FINANCE LIMITED 21,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
9/23/2021,Dr,SBI OD AC 38852796022,Receipt,3199956044307,,948.00
2/9/2022,Cr,Sales Service 18% Igst,Sales Service,2021-22/SR/3451,948.00,
3/7/2022,Cr,Sales 18% Igst,Sensales,2021-22/SLB/3749,21535.00,
3/9/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3790,14539.00,
37022.00,,,,,,948.00
,Dr,Closing Balance,,,,36074.00
37022.00,,,,,,37022.00
,,,,,,
Ledger:,IIFL FINANCE LIMITED 22,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
9/23/2021,Dr,SBI OD AC 38852796022,Receipt,3199956044307,,13882.00
11/24/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/2617,548.00,
12/7/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/2901,2950.00,
12/9/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/2908,3304.00,
1/5/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3148,3540.00,
2/9/2022,Cr,Sales Service 18% Igst,Sales Service,2021-22/SR/3445,3540.00,
3/7/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3771,3540.00,
17422.00,,,,,,13882.00
,Dr,Closing Balance,,,,3540.00
17422.00,,,,,,17422.00
,,,,,,
Ledger:,IIFL FINANCE LIMITED 23,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
9/23/2021,Dr,SBI OD AC 38852796022,Receipt,3199956044307,,105709.00
10/26/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/2335,23010.00,
11/24/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/2620,1016.00,
12/7/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/2899,5015.00,
12/9/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/2911,19411.00,
1/5/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3151,28115.00,
2/9/2022,Cr,Sales Service 18% Igst,Sales Service,2021-22/SR/3449,29142.00,
3/7/2022,Cr,Sales 18% Igst,Sensales,2021-22/SLB/3763,590.00,
3/9/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3788,29470.00,
135769.00,,,,,,105709.00
,Dr,Closing Balance,,,,30060.00
135769.00,,,,,,135769.00
,,,,,,
Ledger:,IIFL FINANCE LIMITED 24,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
3/7/2022,Cr,Sales 18% Igst,Sensales,2021-22/SLB/3743,107970.00,
3/7/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3776,15778.00,
123748.00,,,,,,
,Dr,Closing Balance,,,,123748.00
123748.00,,,,,,123748.00
,,,,,,
Ledger:,IIFL FINANCE LIMITED 26,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
3/7/2022,Cr,Sales 18% Igst,Sensales,2021-22/SLB/3744,295.00,
3/7/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3772,63.00,
358.00,,,,,,
,Dr,Closing Balance,,,,358.00
358.00,,,,,,358.00
,,,,,,
Ledger:,IIFL FINANCE LIMITED 27,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
9/23/2021,Dr,SBI OD AC 38852796022,Receipt,3199956044307,,205901.00
10/26/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/2334,25665.00,
11/24/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/2619,1484.00,
12/7/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/2898,22125.00,
12/9/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/2912,33984.00,
1/5/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3152,58775.00,
2/9/2022,Cr,Sales Service 18% Igst,Sales Service,2021-22/SR/3450,63868.00,
3/7/2022,Cr,Sales 18% Igst,Sensales,2021-22/SLB/3762,1475.00,
3/9/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3789,67120.00,
274496.00,,,,,,205901.00
,Dr,Closing Balance,,,,68595.00
274496.00,,,,,,274496.00
,,,,,,
Ledger:,IIFL FINANCE LIMITED 29,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
9/23/2021,Dr,SBI OD AC 38852796022,Receipt,3199956044307,,190810.00
10/26/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/2333,40120.00,
11/24/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/2618,708.00,
12/7/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/2897,20355.00,
12/9/2021,Cr,Sales 18% Gst,Sales Service,2021-22/SR/2910,24627.00,
1/5/2022,Cr,Sales 18% Gst,Sales Service,2021-22/SR/3150,49765.00,
2/9/2022,Cr,Sale Service 18% Gst,Sales Service,2021-22/SR/3448,55235.00,
3/7/2022,Cr,Sales 18% Gst,Sensales,2021-22/SLB/3761,3835.00,
3/9/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3787,56564.00,
251209.00,,,,,,190810.00
,Dr,Closing Balance,,,,60399.00
251209.00,,,,,,251209.00
,,,,,,
Ledger:,IIFL FINANCE LIMITED 30,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
9/23/2021,Dr,SBI OD AC 38852796022,Receipt,3199956044307,,10374.00
12/7/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/2900,2950.00,
12/9/2021,Cr,Sales 18% Igst,Sales Service,2021-22/SR/2909,1817.00,
1/5/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3149,2775.00,
2/9/2022,Cr,Sales Service 18% Igst,Sales Service,2021-22/SR/3446,2832.00,
3/7/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3775,2832.00,
3/25/2022,Dr,SBI OD AC 38852796022,Receipt,3199678044303,,2900.00
13206.00,,,,,,13274.00
,Cr,Closing Balance,68.00,,,
13274.00,,,,,,13274.00
,,,,,,
Ledger:,IIFL FINANCE LIMITED 33,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
9/23/2021,Dr,SBI OD AC 38852796022,Receipt,3199956044307,,4956.00
2/9/2022,Cr,Sales Service 18% Igst,Sales Service,2021-22/SR/3452,4956.00,
3/7/2022,Cr,Sales 18% Igst,Sensales,2021-22/SLB/3760,47495.00,
3/9/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3793,19192.00,
71643.00,,,,,,4956.00
,Dr,Closing Balance,,,,66687.00
71643.00,,,,,,71643.00
,,,,,,
Ledger:,IIFL FINANCE LIMITED 36,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
9/23/2021,Dr,SBI OD AC 38852796022,Receipt,3199956044307,,5344.00
2/9/2022,Cr,Sales Service 18% Igst,Sales Service,2021-22/SR/3453,5344.00,
3/7/2022,Cr,Sales 18% Igst,Sensales,2021-22/SLB/3759,42775.00,
3/9/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3794,23212.00,
71331.00,,,,,,5344.00
,Dr,Closing Balance,,,,65987.00
71331.00,,,,,,71331.00
,,,,,,
Ledger:,IIFL FINANCE LIMITED 37,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
9/23/2021,Dr,SBI OD AC 38852796022,Receipt,3199956044307,,4362.00
2/9/2022,Cr,Sales Service 18% Igst,Sales Service,2021-22/SR/3441,4362.00,
3/7/2022,Cr,Sales 18% Igst,Sensales,2021-22/SLB/3758,46610.00,
3/7/2022,Cr,Sales 18% Igst,Sales Service,2021-22/SR/3768,26424.00,
77396.00,,,,,,4362.00
,Dr,Closing Balance,,,,73034.00
77396.00,,,,,,77396.00
,,,,,,
Ledger:,Ilamaran Travels22372,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
9/23/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1858,3481.00,
12/30/2021,Dr,IBIBO GROUP PVT LTd OPERATORS,Journal,733,,3500.00
3481.00,,,,,,3500.00
,Cr,Closing Balance,19.00,,,
3500.00,,,,,,3500.00
,,,,,,
Ledger:,Indel Money Pvt Ltd,1-Apr-2021 to 31-Mar-2022,,,,
Date,Particulars,,Vch Type,Vch No.,Debit,Credit
4/21/2021,Dr,SBI OD AC 38852796022,Receipt,INDEL MONEY,,424800.00
7/20/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/721,8496.00,
7/20/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/722,8496.00,
7/20/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/723,8496.00,
7/20/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/724,8496.00,
7/20/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/725,8496.00,
7/20/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/726,8496.00,
7/20/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/727,8496.00,
7/20/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/728,8496.00,
7/20/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/729,8496.00,
7/20/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/730,8496.00,
7/23/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/736,8496.00,
7/23/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/737,8496.00,
7/23/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/738,8496.00,
7/23/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/739,8496.00,
7/23/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/740,8496.00,
7/23/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/741,8496.00,
7/23/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/742,8496.00,
7/23/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/743,8496.00,
7/23/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/744,8496.00,
7/23/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/745,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1000,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1001,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1002,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1003,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1004,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1005,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1006,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1007,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1008,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1009,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1010,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1011,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1012,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1013,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1014,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1015,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1016,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1017,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1018,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/969,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/970,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/971,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/972,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/973,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/974,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/975,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/976,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/977,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/978,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/979,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/980,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/981,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/982,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/983,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/984,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/985,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/986,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/987,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/988,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/989,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/990,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/991,8496.00,
8/4/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/992,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/993,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/994,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/995,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/996,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/997,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/998,8496.00,
8/4/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/999,8496.00,
8/10/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1154,8496.00,
8/10/2021,Cr,Sales 18% Gst,Sensales,2021-22/SLB/1155,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1156,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1157,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1158,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1159,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1160,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1161,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1162,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1163,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1164,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1165,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1166,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1167,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1168,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1169,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1170,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1171,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1172,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1173,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1174,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1175,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1176,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1177,8496.00,
8/10/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1178,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1319,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1320,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1321,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1322,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1323,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1324,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1325,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1326,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1327,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1328,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1329,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1330,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1331,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1332,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1333,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1334,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1335,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1336,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1337,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1338,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1339,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1340,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1341,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1342,8496.00,
8/14/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1343,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1431,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1432,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1433,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1434,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1435,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1436,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1437,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1438,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1439,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1440,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1441,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1442,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1443,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1444,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1445,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1446,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1447,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1448,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1449,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1450,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1451,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1452,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1453,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1454,8496.00,
8/19/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1455,8496.00,
8/30/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1721,8496.00,
8/30/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1722,8496.00,
8/30/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1723,8496.00,
8/30/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1724,8496.00,
8/30/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1725,8496.00,
8/30/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1726,8496.00,
8/30/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1727,8496.00,
8/30/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1728,8496.00,
8/30/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1729,8496.00,
8/30/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1730,8496.00,
8/30/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1731,8496.00,
8/30/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1732,8496.00,
8/30/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1733,8496.00,
8/30/2021,Cr,Sales 18% Igst,Sensales,2021-22/SLB/1734,8496.00,
